carrier_1,carrier_2,timestep_4,parameter,value
hydrogen,,h0698,mustOut,0.1
hydrogen,,h0699,mustOut,0.1
hydrogen,,h0700,mustOut,0.1
hydrogen,,h0701,mustOut,0.1
hydrogen,,h0702,mustOut,0.1
hydrogen,,h0703,mustOut,0.1
hydrogen,,h0704,mustOut,0.1
hydrogen,,h0705,mustOut,0.1
hydrogen,,h0706,mustOut,0.1
hydrogen,,h0707,mustOut,0.1
hydrogen,,h0708,mustOut,0.1
hydrogen,,h0709,mustOut,0.1
hydrogen,,h0710,mustOut,0.1
hydrogen,,h0711,mustOut,0.1
hydrogen,,h0712,mustOut,0.1
hydrogen,,h0713,mustOut,0.1
hydrogen,,h0714,mustOut,0.1
hydrogen,,h0715,mustOut,0.1
hydrogen,,h0716,mustOut,0.1
hydrogen,,h0717,mustOut,0.1
hydrogen,,h0718,mustOut,0.1
hydrogen,,h0719,mustOut,0.1
hydrogen,,h0720,mustOut,0.1
hydrogen,,h0721,mustOut,0.1
hydrogen,,h0722,mustOut,0.1
hydrogen,,h0723,mustOut,0.1
hydrogen,,h0724,mustOut,0.1
hydrogen,,h0725,mustOut,0.1
hydrogen,,h0726,mustOut,0.1
hydrogen,,h0727,mustOut,0.1
hydrogen,,h0728,mustOut,0.1
hydrogen,,h0729,mustOut,0.1
hydrogen,,h0730,mustOut,0.1
hydrogen,,h0731,mustOut,0.1
hydrogen,,h0732,mustOut,0.1
hydrogen,,h0733,mustOut,0.1
hydrogen,,h0734,mustOut,0.1
hydrogen,,h0735,mustOut,0.1
hydrogen,,h0736,mustOut,0.1
hydrogen,,h0737,mustOut,0.1
hydrogen,,h0738,mustOut,0.1
hydrogen,,h0739,mustOut,0.1
hydrogen,,h0740,mustOut,0.1
hydrogen,,h0741,mustOut,0.1
hydrogen,,h0742,mustOut,0.1
hydrogen,,h0743,mustOut,0.1
hydrogen,,h0744,mustOut,0.1
hydrogen,,h0745,mustOut,0.1
hydrogen,,h0746,mustOut,0.1
hydrogen,,h0747,mustOut,0.1
hydrogen,,h0748,mustOut,0.1
hydrogen,,h0749,mustOut,0.1
hydrogen,,h0750,mustOut,0.1
hydrogen,,h0751,mustOut,0.1
hydrogen,,h0752,mustOut,0.1
hydrogen,,h0753,mustOut,0.1
hydrogen,,h0754,mustOut,0.1
hydrogen,,h0755,mustOut,0.1
hydrogen,,h0756,mustOut,0.1
hydrogen,,h0757,mustOut,0.1
hydrogen,,h0758,mustOut,0.1
hydrogen,,h0759,mustOut,0.1
hydrogen,,h0760,mustOut,0.1
hydrogen,,h0761,mustOut,0.1
hydrogen,,h0762,mustOut,0.1
hydrogen,,h0763,mustOut,0.1
hydrogen,,h0764,mustOut,0.1
hydrogen,,h0765,mustOut,0.1
hydrogen,,h0766,mustOut,0.1
hydrogen,,h0767,mustOut,0.1
hydrogen,,h0768,mustOut,0.1
hydrogen,,h0769,mustOut,0.1
hydrogen,,h0770,mustOut,0.1
hydrogen,,h0771,mustOut,0.1
hydrogen,,h0772,mustOut,0.1
hydrogen,,h0773,mustOut,0.1
hydrogen,,h0774,mustOut,0.1
hydrogen,,h0775,mustOut,0.1
hydrogen,,h0776,mustOut,0.1
hydrogen,,h0777,mustOut,0.1
hydrogen,,h0778,mustOut,0.1
hydrogen,,h0779,mustOut,0.1
hydrogen,,h0780,mustOut,0.1
hydrogen,,h0781,mustOut,0.1
hydrogen,,h0782,mustOut,0.1
hydrogen,,h0783,mustOut,0.1
hydrogen,,h0784,mustOut,0.1
hydrogen,,h0785,mustOut,0.1
hydrogen,,h0786,mustOut,0.1
hydrogen,,h0787,mustOut,0.1
hydrogen,,h0788,mustOut,0.1
hydrogen,,h0789,mustOut,0.1
hydrogen,,h0790,mustOut,0.1
hydrogen,,h0791,mustOut,0.1
hydrogen,,h0792,mustOut,0.1
hydrogen,,h0793,mustOut,0.1
hydrogen,,h0794,mustOut,0.1
hydrogen,,h0795,mustOut,0.1
hydrogen,,h0796,mustOut,0.1
hydrogen,,h0797,mustOut,0.1
hydrogen,,h0798,mustOut,0.1
hydrogen,,h0799,mustOut,0.1
hydrogen,,h0800,mustOut,0.1
hydrogen,,h0801,mustOut,0.1
hydrogen,,h0802,mustOut,0.1
hydrogen,,h0803,mustOut,0.1
hydrogen,,h0804,mustOut,0.1
hydrogen,,h0805,mustOut,0.1
hydrogen,,h0806,mustOut,0.1
hydrogen,,h0807,mustOut,0.1
hydrogen,,h0808,mustOut,0.1
hydrogen,,h0809,mustOut,0.1
hydrogen,,h0810,mustOut,0.1
hydrogen,,h0811,mustOut,0.1
hydrogen,,h0812,mustOut,0.1
hydrogen,,h0813,mustOut,0.1
hydrogen,,h0814,mustOut,0.1
hydrogen,,h0815,mustOut,0.1
hydrogen,,h0816,mustOut,0.1
hydrogen,,h0817,mustOut,0.1
hydrogen,,h0818,mustOut,0.1
hydrogen,,h0819,mustOut,0.1
hydrogen,,h0820,mustOut,0.1
hydrogen,,h0821,mustOut,0.1
hydrogen,,h0822,mustOut,0.1
hydrogen,,h0823,mustOut,0.1
hydrogen,,h0824,mustOut,0.1
hydrogen,,h0825,mustOut,0.1
hydrogen,,h0826,mustOut,0.1
hydrogen,,h0827,mustOut,0.1
hydrogen,,h0828,mustOut,0.1
hydrogen,,h0829,mustOut,0.1
hydrogen,,h0830,mustOut,0.1
hydrogen,,h0831,mustOut,0.1
hydrogen,,h0832,mustOut,0.1
hydrogen,,h0833,mustOut,0.1
hydrogen,,h0834,mustOut,0.1
hydrogen,,h0835,mustOut,0.1
hydrogen,,h0836,mustOut,0.1
hydrogen,,h0837,mustOut,0.1
hydrogen,,h0838,mustOut,0.1
hydrogen,,h0839,mustOut,0.1
hydrogen,,h0840,mustOut,0.1
hydrogen,,h0841,mustOut,0.1
hydrogen,,h0842,mustOut,0.1
hydrogen,,h0843,mustOut,0.1
hydrogen,,h0844,mustOut,0.1
hydrogen,,h0845,mustOut,0.1
hydrogen,,h0846,mustOut,0.1
hydrogen,,h0847,mustOut,0.1
hydrogen,,h0848,mustOut,0.1
hydrogen,,h0849,mustOut,0.1
hydrogen,,h0850,mustOut,0.1
hydrogen,,h0851,mustOut,0.1
hydrogen,,h0852,mustOut,0.1
hydrogen,,h0853,mustOut,0.1
hydrogen,,h0854,mustOut,0.1
hydrogen,,h0855,mustOut,0.1
hydrogen,,h0856,mustOut,0.1
hydrogen,,h0857,mustOut,0.1
hydrogen,,h0858,mustOut,0.1
hydrogen,,h0859,mustOut,0.1
hydrogen,,h0860,mustOut,0.1
hydrogen,,h0861,mustOut,0.1
hydrogen,,h0862,mustOut,0.1
hydrogen,,h0863,mustOut,0.1
hydrogen,,h0864,mustOut,0.1
hydrogen,,h0865,mustOut,0.1
hydrogen,,h0866,mustOut,0.1
hydrogen,,h0867,mustOut,0.1
hydrogen,,h0868,mustOut,0.1
hydrogen,,h0869,mustOut,0.1
hydrogen,,h0870,mustOut,0.1
hydrogen,,h0871,mustOut,0.1
hydrogen,,h0872,mustOut,0.1
hydrogen,,h0873,mustOut,0.1
hydrogen,,h0874,mustOut,0.1
hydrogen,,h0875,mustOut,0.1
hydrogen,,h0876,mustOut,0.1
hydrogen,,h0877,mustOut,0.1
hydrogen,,h0878,mustOut,0.1
hydrogen,,h0879,mustOut,0.1
hydrogen,,h0880,mustOut,0.1
hydrogen,,h0881,mustOut,0.1
hydrogen,,h0882,mustOut,0.1
hydrogen,,h0883,mustOut,0.1
hydrogen,,h0884,mustOut,0.1
hydrogen,,h0885,mustOut,0.1
hydrogen,,h0886,mustOut,0.1
hydrogen,,h0887,mustOut,0.1
hydrogen,,h0888,mustOut,0.1
hydrogen,,h0889,mustOut,0.1
hydrogen,,h0890,mustOut,0.1
hydrogen,,h0891,mustOut,0.1
hydrogen,,h0892,mustOut,0.1
hydrogen,,h0893,mustOut,0.1
hydrogen,,h0894,mustOut,0.1
hydrogen,,h0895,mustOut,0.1
hydrogen,,h0896,mustOut,0.1
hydrogen,,h0897,mustOut,0.1
hydrogen,,h0898,mustOut,0.1
hydrogen,,h0899,mustOut,0.1
hydrogen,,h0900,mustOut,0.1
hydrogen,,h0901,mustOut,0.1
hydrogen,,h0902,mustOut,0.1
hydrogen,,h0903,mustOut,0.1
hydrogen,,h0904,mustOut,0.1
hydrogen,,h0905,mustOut,0.1
hydrogen,,h0906,mustOut,0.1
hydrogen,,h0907,mustOut,0.1
hydrogen,,h0908,mustOut,0.1
hydrogen,,h0909,mustOut,0.1
hydrogen,,h0910,mustOut,0.1
hydrogen,,h0911,mustOut,0.1
hydrogen,,h0912,mustOut,0.1
hydrogen,,h0913,mustOut,0.1
hydrogen,,h0914,mustOut,0.1
hydrogen,,h0915,mustOut,0.1
hydrogen,,h0916,mustOut,0.1
hydrogen,,h0917,mustOut,0.1
hydrogen,,h0918,mustOut,0.1
hydrogen,,h0919,mustOut,0.1
hydrogen,,h0920,mustOut,0.1
hydrogen,,h0921,mustOut,0.1
hydrogen,,h0922,mustOut,0.1
hydrogen,,h0923,mustOut,0.1
hydrogen,,h0924,mustOut,0.1
hydrogen,,h0925,mustOut,0.1
hydrogen,,h0926,mustOut,0.1
hydrogen,,h0927,mustOut,0.1
hydrogen,,h0928,mustOut,0.1
hydrogen,,h0929,mustOut,0.1
hydrogen,,h0930,mustOut,0.1
hydrogen,,h0931,mustOut,0.1
hydrogen,,h0932,mustOut,0.1
hydrogen,,h0933,mustOut,0.1
hydrogen,,h0934,mustOut,0.1
hydrogen,,h0935,mustOut,0.1
hydrogen,,h0936,mustOut,0.1
hydrogen,,h0937,mustOut,0.1
hydrogen,,h0938,mustOut,0.1
hydrogen,,h0939,mustOut,0.1
hydrogen,,h0940,mustOut,0.1
hydrogen,,h0941,mustOut,0.1
hydrogen,,h0942,mustOut,0.1
hydrogen,,h0943,mustOut,0.1
hydrogen,,h0944,mustOut,0.1
hydrogen,,h0945,mustOut,0.1
hydrogen,,h0946,mustOut,0.1
hydrogen,,h0947,mustOut,0.1
hydrogen,,h0948,mustOut,0.1
hydrogen,,h0949,mustOut,0.1
hydrogen,,h0950,mustOut,0.1
hydrogen,,h0951,mustOut,0.1
hydrogen,,h0952,mustOut,0.1
hydrogen,,h0953,mustOut,0.1
hydrogen,,h0954,mustOut,0.1
hydrogen,,h0955,mustOut,0.1
hydrogen,,h0956,mustOut,0.1
hydrogen,,h0957,mustOut,0.1
hydrogen,,h0958,mustOut,0.1
hydrogen,,h0959,mustOut,0.1
hydrogen,,h0960,mustOut,0.1
hydrogen,,h0961,mustOut,0.1
hydrogen,,h0962,mustOut,0.1
hydrogen,,h0963,mustOut,0.1
hydrogen,,h0964,mustOut,0.1
hydrogen,,h0965,mustOut,0.1
hydrogen,,h0966,mustOut,0.1
hydrogen,,h0967,mustOut,0.1
hydrogen,,h0968,mustOut,0.1
hydrogen,,h0969,mustOut,0.1
hydrogen,,h0970,mustOut,0.1
hydrogen,,h0971,mustOut,0.1
hydrogen,,h0972,mustOut,0.1
hydrogen,,h0973,mustOut,0.1
hydrogen,,h0974,mustOut,0.1
hydrogen,,h0975,mustOut,0.1
hydrogen,,h0976,mustOut,0.1
hydrogen,,h0977,mustOut,0.1
hydrogen,,h0978,mustOut,0.1
hydrogen,,h0979,mustOut,0.1
hydrogen,,h0980,mustOut,0.1
hydrogen,,h0981,mustOut,0.1
hydrogen,,h0982,mustOut,0.1
hydrogen,,h0983,mustOut,0.1
hydrogen,,h0984,mustOut,0.1
hydrogen,,h0985,mustOut,0.1
hydrogen,,h0986,mustOut,0.1
hydrogen,,h0987,mustOut,0.1
hydrogen,,h0988,mustOut,0.1
hydrogen,,h0989,mustOut,0.1
hydrogen,,h0990,mustOut,0.1
hydrogen,,h0991,mustOut,0.1
hydrogen,,h0992,mustOut,0.1
hydrogen,,h0993,mustOut,0.1
hydrogen,,h0994,mustOut,0.1
hydrogen,,h0995,mustOut,0.1
hydrogen,,h0996,mustOut,0.1
hydrogen,,h0997,mustOut,0.1
hydrogen,,h0998,mustOut,0.1
hydrogen,,h0999,mustOut,0.1
hydrogen,,h1000,mustOut,0.1
hydrogen,,h1001,mustOut,0.1
hydrogen,,h1002,mustOut,0.1
hydrogen,,h1003,mustOut,0.1
hydrogen,,h1004,mustOut,0.1
hydrogen,,h1005,mustOut,0.1
hydrogen,,h1006,mustOut,0.1
hydrogen,,h1007,mustOut,0.1
hydrogen,,h1008,mustOut,0.1
hydrogen,,h1009,mustOut,0.1
hydrogen,,h1010,mustOut,0.1
hydrogen,,h1011,mustOut,0.1
hydrogen,,h1012,mustOut,0.1
hydrogen,,h1013,mustOut,0.1
hydrogen,,h1014,mustOut,0.1
hydrogen,,h1015,mustOut,0.1
hydrogen,,h1016,mustOut,0.1
hydrogen,,h1017,mustOut,0.1
hydrogen,,h1018,mustOut,0.1
hydrogen,,h1019,mustOut,0.1
hydrogen,,h1020,mustOut,0.1
hydrogen,,h1021,mustOut,0.1
hydrogen,,h1022,mustOut,0.1
hydrogen,,h1023,mustOut,0.1
hydrogen,,h1024,mustOut,0.1
hydrogen,,h1025,mustOut,0.1
hydrogen,,h1026,mustOut,0.1
hydrogen,,h1027,mustOut,0.1
hydrogen,,h1028,mustOut,0.1
hydrogen,,h1029,mustOut,0.1
hydrogen,,h1030,mustOut,0.1
hydrogen,,h1031,mustOut,0.1
hydrogen,,h1032,mustOut,0.1
hydrogen,,h1033,mustOut,0.1
hydrogen,,h1034,mustOut,0.1
hydrogen,,h1035,mustOut,0.1
hydrogen,,h1036,mustOut,0.1
hydrogen,,h1037,mustOut,0.1
hydrogen,,h1038,mustOut,0.1
hydrogen,,h1039,mustOut,0.1
hydrogen,,h1040,mustOut,0.1
hydrogen,,h1041,mustOut,0.1
hydrogen,,h1042,mustOut,0.1
hydrogen,,h1043,mustOut,0.1
hydrogen,,h1044,mustOut,0.1
hydrogen,,h1045,mustOut,0.1
hydrogen,,h1046,mustOut,0.1
hydrogen,,h1047,mustOut,0.1
hydrogen,,h1048,mustOut,0.1
hydrogen,,h1049,mustOut,0.1
hydrogen,,h1050,mustOut,0.1
hydrogen,,h1051,mustOut,0.1
hydrogen,,h1052,mustOut,0.1
hydrogen,,h1053,mustOut,0.1
hydrogen,,h1054,mustOut,0.1
hydrogen,,h1055,mustOut,0.1
hydrogen,,h1056,mustOut,0.1
hydrogen,,h1057,mustOut,0.1
hydrogen,,h1058,mustOut,0.1
hydrogen,,h1059,mustOut,0.1
hydrogen,,h1060,mustOut,0.1
hydrogen,,h1061,mustOut,0.1
hydrogen,,h1062,mustOut,0.1
hydrogen,,h1063,mustOut,0.1
hydrogen,,h1064,mustOut,0.1
hydrogen,,h1065,mustOut,0.1
hydrogen,,h1066,mustOut,0.1
hydrogen,,h1067,mustOut,0.1
hydrogen,,h1068,mustOut,0.1
hydrogen,,h1069,mustOut,0.1
hydrogen,,h1070,mustOut,0.1
hydrogen,,h1071,mustOut,0.1
hydrogen,,h1072,mustOut,0.1
hydrogen,,h1073,mustOut,0.1
hydrogen,,h1074,mustOut,0.1
hydrogen,,h1075,mustOut,0.1
hydrogen,,h1076,mustOut,0.1
hydrogen,,h1077,mustOut,0.1
hydrogen,,h1078,mustOut,0.1
hydrogen,,h1079,mustOut,0.1
hydrogen,,h1080,mustOut,0.1
hydrogen,,h1081,mustOut,0.1
hydrogen,,h1082,mustOut,0.1
hydrogen,,h1083,mustOut,0.1
hydrogen,,h1084,mustOut,0.1
hydrogen,,h1085,mustOut,0.1
hydrogen,,h1086,mustOut,0.1
hydrogen,,h1087,mustOut,0.1
hydrogen,,h1088,mustOut,0.1
hydrogen,,h1089,mustOut,0.1
hydrogen,,h1090,mustOut,0.1
hydrogen,,h1091,mustOut,0.1
hydrogen,,h1092,mustOut,0.1
hydrogen,,h1093,mustOut,0.1
hydrogen,,h1094,mustOut,0.1
hydrogen,,h1095,mustOut,0.1
hydrogen,,h1096,mustOut,0.1
hydrogen,,h1097,mustOut,0.1
hydrogen,,h1098,mustOut,0.1
hydrogen,,h1099,mustOut,0.1
hydrogen,,h1100,mustOut,0.1
hydrogen,,h1101,mustOut,0.1
hydrogen,,h1102,mustOut,0.1
hydrogen,,h1103,mustOut,0.1
hydrogen,,h1104,mustOut,0.1
hydrogen,,h1105,mustOut,0.1
hydrogen,,h1106,mustOut,0.1
hydrogen,,h1107,mustOut,0.1
hydrogen,,h1108,mustOut,0.1
hydrogen,,h1109,mustOut,0.1
hydrogen,,h1110,mustOut,0.1
hydrogen,,h1111,mustOut,0.1
hydrogen,,h1112,mustOut,0.1
hydrogen,,h1113,mustOut,0.1
hydrogen,,h1114,mustOut,0.1
hydrogen,,h1115,mustOut,0.1
hydrogen,,h1116,mustOut,0.1
hydrogen,,h1117,mustOut,0.1
hydrogen,,h1118,mustOut,0.1
hydrogen,,h1119,mustOut,0.1
hydrogen,,h1120,mustOut,0.1
hydrogen,,h1121,mustOut,0.1
hydrogen,,h1122,mustOut,0.1
hydrogen,,h1123,mustOut,0.1
hydrogen,,h1124,mustOut,0.1
hydrogen,,h1125,mustOut,0.1
hydrogen,,h1126,mustOut,0.1
hydrogen,,h1127,mustOut,0.1
hydrogen,,h1128,mustOut,0.1
hydrogen,,h1129,mustOut,0.1
hydrogen,,h1130,mustOut,0.1
hydrogen,,h1131,mustOut,0.1
hydrogen,,h1132,mustOut,0.1
hydrogen,,h1133,mustOut,0.1
hydrogen,,h1134,mustOut,0.1
hydrogen,,h1135,mustOut,0.1
hydrogen,,h1136,mustOut,0.1
hydrogen,,h1137,mustOut,0.1
hydrogen,,h1138,mustOut,0.1
hydrogen,,h1139,mustOut,0.1
hydrogen,,h1140,mustOut,0.1
hydrogen,,h1141,mustOut,0.1
hydrogen,,h1142,mustOut,0.1
hydrogen,,h1143,mustOut,0.1
hydrogen,,h1144,mustOut,0.1
hydrogen,,h1145,mustOut,0.1
hydrogen,,h1146,mustOut,0.1
hydrogen,,h1147,mustOut,0.1
hydrogen,,h1148,mustOut,0.1
hydrogen,,h1149,mustOut,0.1
hydrogen,,h1150,mustOut,0.1
hydrogen,,h1151,mustOut,0.1
hydrogen,,h1152,mustOut,0.1
hydrogen,,h1153,mustOut,0.1
hydrogen,,h1154,mustOut,0.1
hydrogen,,h1155,mustOut,0.1
hydrogen,,h1156,mustOut,0.1
hydrogen,,h1157,mustOut,0.1
hydrogen,,h1158,mustOut,0.1
hydrogen,,h1159,mustOut,0.1
hydrogen,,h1160,mustOut,0.1
hydrogen,,h1161,mustOut,0.1
hydrogen,,h1162,mustOut,0.1
hydrogen,,h1163,mustOut,0.1
hydrogen,,h1164,mustOut,0.1
hydrogen,,h1165,mustOut,0.1
hydrogen,,h1166,mustOut,0.1
hydrogen,,h1167,mustOut,0.1
hydrogen,,h1168,mustOut,0.1
hydrogen,,h1169,mustOut,0.1
hydrogen,,h1170,mustOut,0.1
hydrogen,,h1171,mustOut,0.1
hydrogen,,h1172,mustOut,0.1
hydrogen,,h1173,mustOut,0.1
hydrogen,,h1174,mustOut,0.1
hydrogen,,h1175,mustOut,0.1
hydrogen,,h1176,mustOut,0.1
hydrogen,,h1177,mustOut,0.1
hydrogen,,h1178,mustOut,0.1
hydrogen,,h1179,mustOut,0.1
hydrogen,,h1180,mustOut,0.1
hydrogen,,h1181,mustOut,0.1
hydrogen,,h1182,mustOut,0.1
hydrogen,,h1183,mustOut,0.1
hydrogen,,h1184,mustOut,0.1
hydrogen,,h1185,mustOut,0.1
hydrogen,,h1186,mustOut,0.1
hydrogen,,h1187,mustOut,0.1
hydrogen,,h1188,mustOut,0.1
hydrogen,,h1189,mustOut,0.1
hydrogen,,h1190,mustOut,0.1
hydrogen,,h1191,mustOut,0.1
hydrogen,,h1192,mustOut,0.1
hydrogen,,h1193,mustOut,0.1
hydrogen,,h1194,mustOut,0.1
hydrogen,,h1195,mustOut,0.1
hydrogen,,h1196,mustOut,0.1
hydrogen,,h1197,mustOut,0.1
hydrogen,,h1198,mustOut,0.1
hydrogen,,h1199,mustOut,0.1
hydrogen,,h1200,mustOut,0.1
hydrogen,,h1201,mustOut,0.1
hydrogen,,h1202,mustOut,0.1
hydrogen,,h1203,mustOut,0.1
hydrogen,,h1204,mustOut,0.1
hydrogen,,h1205,mustOut,0.1
hydrogen,,h1206,mustOut,0.1
hydrogen,,h1207,mustOut,0.1
hydrogen,,h1208,mustOut,0.1
hydrogen,,h1209,mustOut,0.1
hydrogen,,h1210,mustOut,0.1
hydrogen,,h1211,mustOut,0.1
hydrogen,,h1212,mustOut,0.1
hydrogen,,h1213,mustOut,0.1
hydrogen,,h1214,mustOut,0.1
hydrogen,,h1215,mustOut,0.1
hydrogen,,h1216,mustOut,0.1
hydrogen,,h1217,mustOut,0.1
hydrogen,,h1218,mustOut,0.1
hydrogen,,h1219,mustOut,0.1
hydrogen,,h1220,mustOut,0.1
hydrogen,,h1221,mustOut,0.1
hydrogen,,h1222,mustOut,0.1
hydrogen,,h1223,mustOut,0.1
hydrogen,,h1224,mustOut,0.1
hydrogen,,h1225,mustOut,0.1
hydrogen,,h1226,mustOut,0.1
hydrogen,,h1227,mustOut,0.1
hydrogen,,h1228,mustOut,0.1
hydrogen,,h1229,mustOut,0.1
hydrogen,,h1230,mustOut,0.1
hydrogen,,h1231,mustOut,0.1
hydrogen,,h1232,mustOut,0.1
hydrogen,,h1233,mustOut,0.1
hydrogen,,h1234,mustOut,0.1
hydrogen,,h1235,mustOut,0.1
hydrogen,,h1236,mustOut,0.1
hydrogen,,h1237,mustOut,0.1
hydrogen,,h1238,mustOut,0.1
hydrogen,,h1239,mustOut,0.1
hydrogen,,h1240,mustOut,0.1
hydrogen,,h1241,mustOut,0.1
hydrogen,,h1242,mustOut,0.1
hydrogen,,h1243,mustOut,0.1
hydrogen,,h1244,mustOut,0.1
hydrogen,,h1245,mustOut,0.1
hydrogen,,h1246,mustOut,0.1
hydrogen,,h1247,mustOut,0.1
hydrogen,,h1248,mustOut,0.1
hydrogen,,h1249,mustOut,0.1
hydrogen,,h1250,mustOut,0.1
hydrogen,,h1251,mustOut,0.1
hydrogen,,h1252,mustOut,0.1
hydrogen,,h1253,mustOut,0.1
hydrogen,,h1254,mustOut,0.1
hydrogen,,h1255,mustOut,0.1
hydrogen,,h1256,mustOut,0.1
hydrogen,,h1257,mustOut,0.1
hydrogen,,h1258,mustOut,0.1
hydrogen,,h1259,mustOut,0.1
hydrogen,,h1260,mustOut,0.1
hydrogen,,h1261,mustOut,0.1
hydrogen,,h1262,mustOut,0.1
hydrogen,,h1263,mustOut,0.1
hydrogen,,h1264,mustOut,0.1
hydrogen,,h1265,mustOut,0.1
hydrogen,,h1266,mustOut,0.1
hydrogen,,h1267,mustOut,0.1
hydrogen,,h1268,mustOut,0.1
hydrogen,,h1269,mustOut,0.1
hydrogen,,h1270,mustOut,0.1
hydrogen,,h1271,mustOut,0.1
hydrogen,,h1272,mustOut,0.1
hydrogen,,h1273,mustOut,0.1
hydrogen,,h1274,mustOut,0.1
hydrogen,,h1275,mustOut,0.1
hydrogen,,h1276,mustOut,0.1
hydrogen,,h1277,mustOut,0.1
hydrogen,,h1278,mustOut,0.1
hydrogen,,h1279,mustOut,0.1
hydrogen,,h1280,mustOut,0.1
hydrogen,,h1281,mustOut,0.1
hydrogen,,h1282,mustOut,0.1
hydrogen,,h1283,mustOut,0.1
hydrogen,,h1284,mustOut,0.1
hydrogen,,h1285,mustOut,0.1
hydrogen,,h1286,mustOut,0.1
hydrogen,,h1287,mustOut,0.1
hydrogen,,h1288,mustOut,0.1
hydrogen,,h1289,mustOut,0.1
hydrogen,,h1290,mustOut,0.1
hydrogen,,h1291,mustOut,0.1
hydrogen,,h1292,mustOut,0.1
hydrogen,,h1293,mustOut,0.1
hydrogen,,h1294,mustOut,0.1
hydrogen,,h1295,mustOut,0.1
hydrogen,,h1296,mustOut,0.1
hydrogen,,h1297,mustOut,0.1
hydrogen,,h1298,mustOut,0.1
hydrogen,,h1299,mustOut,0.1
hydrogen,,h1300,mustOut,0.1
hydrogen,,h1301,mustOut,0.1
hydrogen,,h1302,mustOut,0.1
hydrogen,,h1303,mustOut,0.1
hydrogen,,h1304,mustOut,0.1
hydrogen,,h1305,mustOut,0.1
hydrogen,,h1306,mustOut,0.1
hydrogen,,h1307,mustOut,0.1
hydrogen,,h1308,mustOut,0.1
hydrogen,,h1309,mustOut,0.1
hydrogen,,h1310,mustOut,0.1
hydrogen,,h1311,mustOut,0.1
hydrogen,,h1312,mustOut,0.1
hydrogen,,h1313,mustOut,0.1
hydrogen,,h1314,mustOut,0.1
hydrogen,,h1315,mustOut,0.1
hydrogen,,h1316,mustOut,0.1
hydrogen,,h1317,mustOut,0.1
hydrogen,,h1318,mustOut,0.1
hydrogen,,h1319,mustOut,0.1
hydrogen,,h1320,mustOut,0.1
hydrogen,,h1321,mustOut,0.1
hydrogen,,h1322,mustOut,0.1
hydrogen,,h1323,mustOut,0.1
hydrogen,,h1324,mustOut,0.1
hydrogen,,h1325,mustOut,0.1
hydrogen,,h1326,mustOut,0.1
hydrogen,,h1327,mustOut,0.1
hydrogen,,h1328,mustOut,0.1
hydrogen,,h1329,mustOut,0.1
hydrogen,,h1330,mustOut,0.1
hydrogen,,h1331,mustOut,0.1
hydrogen,,h1332,mustOut,0.1
hydrogen,,h1333,mustOut,0.1
hydrogen,,h1334,mustOut,0.1
hydrogen,,h1335,mustOut,0.1
hydrogen,,h1336,mustOut,0.1
hydrogen,,h1337,mustOut,0.1
hydrogen,,h1338,mustOut,0.1
hydrogen,,h1339,mustOut,0.1
hydrogen,,h1340,mustOut,0.1
hydrogen,,h1341,mustOut,0.1
hydrogen,,h1342,mustOut,0.1
hydrogen,,h1343,mustOut,0.1
hydrogen,,h1344,mustOut,0.1
hydrogen,,h1345,mustOut,0.1
hydrogen,,h1346,mustOut,0.1
hydrogen,,h1347,mustOut,0.1
hydrogen,,h1348,mustOut,0.1
hydrogen,,h1349,mustOut,0.1
hydrogen,,h1350,mustOut,0.1
hydrogen,,h1351,mustOut,0.1
hydrogen,,h1352,mustOut,0.1
hydrogen,,h1353,mustOut,0.1
hydrogen,,h1354,mustOut,0.1
hydrogen,,h1355,mustOut,0.1
hydrogen,,h1356,mustOut,0.1
hydrogen,,h1357,mustOut,0.1
hydrogen,,h1358,mustOut,0.1
hydrogen,,h1359,mustOut,0.1
hydrogen,,h1360,mustOut,0.1
hydrogen,,h1361,mustOut,0.1
hydrogen,,h1362,mustOut,0.1
hydrogen,,h1363,mustOut,0.1
hydrogen,,h1364,mustOut,0.1
hydrogen,,h1365,mustOut,0.1
hydrogen,,h1366,mustOut,0.1
hydrogen,,h1367,mustOut,0.1
hydrogen,,h1368,mustOut,0.1
hydrogen,,h1369,mustOut,0.1
hydrogen,,h1370,mustOut,0.1
hydrogen,,h1371,mustOut,0.1
hydrogen,,h1372,mustOut,0.1
hydrogen,,h1373,mustOut,0.1
hydrogen,,h1374,mustOut,0.1
hydrogen,,h1375,mustOut,0.1
hydrogen,,h1376,mustOut,0.1
hydrogen,,h1377,mustOut,0.1
hydrogen,,h1378,mustOut,0.1
hydrogen,,h1379,mustOut,0.1
hydrogen,,h1380,mustOut,0.1
hydrogen,,h1381,mustOut,0.1
hydrogen,,h1382,mustOut,0.1
hydrogen,,h1383,mustOut,0.1
hydrogen,,h1384,mustOut,0.1
hydrogen,,h1385,mustOut,0.1
hydrogen,,h1386,mustOut,0.1
hydrogen,,h1387,mustOut,0.1
hydrogen,,h1388,mustOut,0.1
hydrogen,,h1389,mustOut,0.1
hydrogen,,h1390,mustOut,0.1
hydrogen,,h1391,mustOut,0.1
hydrogen,,h1392,mustOut,0.1
hydrogen,,h1393,mustOut,0.1
hydrogen,,h1394,mustOut,0.1
hydrogen,,h1395,mustOut,0.1
